,business_id,name,complaint_words,complaint_coeff,complaint_sample_reviews,complaint_stars,praise_words,praise_coeff,praise_sample_reviews,praise_stars
10,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,shorts,-0.226480808,"No shorts! What's up with that, really? We were dressed clean casual in dress shorts, looking better than some people in slacks, frankly. But were turned away. Why would a tourist planning to stroll through the neighborhood wear pants on a hot day? Beats me.",1,years come,0.56201577,"The service is impeccable, the food will have you talking for years to come. This is my favorite place to have a nice meal!! Ask for Peter, he was wonderful!!!",5
11,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,wearing,-0.204562904,"This place was on my wife's bucket list,  so on our 28th anniversary we had dinner there.  First the service was really good. .... to a point.  I ordered a steak it came rare the first bite was good, but then the mushroom sauce overpowered the steak,  it was so rich I could not eat it. I did not complain but I was disappointed.  Second They did not have their bourbon bread pudding :(. And third which probably bothers me the most, when we were ready to leave the wait staff told us we needed to go out through another set of stairs,  we went that way and found out it was the service stair case??? The guest next to us left the same way they came in through the other dinning rooms??? I felt very slighted,  and yes my wife and I were dressed very well in fact much better then most of the other guest, most of the men were not even wearing coat which is requested??? Yes I tipped more than 20%. I would not recommend this restaurant at all and the only star is for some of the table staff.",1,place especially,0.580314587,"As I do whenever I travel, I received suggestions from friends and consulted Yelp for recommendations on my trip to Nola. Of course, Commander's Palace came highly recommended. After perusing the menu, I was sold. 

Commander's Palace is nestled in the Garden District amongst the gorgeous homes of Anne Rice, Millionaire's Row, and what I learned is called ""the wedding cake house."" 

My husband and I arrived and took advantage of the complimentary valet service. Once we settled inside, we were whisked away to our table for two. This place emanates class and elegance. 

We quickly decided on what we wanted. The hubs ordered a Mint Julep and myself a sparkling water. Our order was identical for the food. We opted for the three course dinner which included a soup or salad, entree and dessert. We each ordered the turtle soup (their specialty!), Black Skillet Seared Gulf Fish and the infamous Creole Bread Pudding Souffle. If I could give more than five stars I would. This meal was absolutely impeccable. The portions, flavors, freshness and presentation were amazing. We were in food heaven. 

The servers moved gracefully through the room as if they were in some choreographed waltz. I don't think I've ever had better service before. 

Finally, our bill came and we were surprised to see how reasonable this meal cost us - $135 which included 25% tip. It was well worth it. I would have gladly paid double or triple.

Lastly, I'd like to say as a ""yankee"" I can appreciate this type of restaurant. The south really knows how to put together a classy, delicious meal. I wish Chicago held ambiance like this place does. I especially appreciated the dress code. I wish more people dressed up for dinner. Chicago needs to bring this ""supper club"" vibe back!",5
12,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,rude,-1.053628184,"I was very excited to try this famous restaurant but was disappointed. 

As a visitor from NYC, I was expecting higher quality food and service for the price I paid. I went with my boyfriend for Sunday ""jazz Brunch"" during a weekend trip to New Orleans. 
All the other Yelp reviews praised the service but my server was rude and inattentive. It took a long time after we were seated to get menus, and I feel like at a top-notch establishment like this with an army of servers in black tie, that shouldn't happen.

We started with cocktails which were good - Mint Julep and Garden Fever delight (with rose' and aperol, very sweet but refreshing). For the first course I had the gumbo. I've never had gumbo before but to me it tasted like a bowl of barbecue sauce with chunks of fish in it. It was very flavorful and seasoned but it just was not an enjoyable dish for me personally.

My favorite part of the lunch was the BREAD! First you're served with garlic toast and then a hot loaf of French bread. Eat that while it's hot and fresh out of the oven! 

Next I had the pecan crusted crab over a corn sauce for my entree. This was tasty but very rich and heavy. I enjoyed it but wasn't blown away. My boyfriend got the louisiana Bayou brunch which was even richer and heavier than my dish - fried catfish, cheesy grits, and 2 poached eggs. There were 2 creamy sauces on his dish too and that just made the dish too complicated and heavy. Again, we ate it but didn't really think it was worth the fuss and price.

For dessert I was very excited about the bread pudding souffle...but the whiskey cream sauce ruined it for me! The whiskey flavor completely overpowered the lightness of the souffle and notes of bread pudding flavor. Just tasted like mushy creamy whiskey. My boyfriend ordered the dessert with bananas, cookie dough ice cream, chocolate chips, and peanuts...that was amazing. I ate almost every bite of that! 

So...if you're visiting from a city that already has nice cuisine and fine dining..don't waste your time coming here. Instead check out more casual (and affordable) local spots that still have classic Louisiana dishes.",1,fourth,0.133023141,"I had always wanted to visit the Commander's Palace.  When I finally got the chance to go for the Sunday jazz brunch on my fourth and most recent trip to New Orleans, the experience did not disappoint  The staff were very well trained and professional.  The jazz trio that came through added such a great sense of fun and festivity.  And the food, wow.  Just....wow.  I started with the Shrimp and Tasso.  I cannot stomach most seafood and rarely eat shrimp.  I tried this because it was one of their signature dishes.  I understand why.  It was so perfect and delicious I could not believe it.  My companion was dying of jealousy.  For dessert, I had their famous bread pudding.  This was also everything it was reputed to be.  A perfect place, a perfect experience.  This will definitely become a must on every future trip to New Orleans.  Be prepared to dress up a little and make reservations well in advance!!",5
13,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,terrible,-1.206985918,The food was good here but I swear we are never eating here again. This use to be our go to New Orleans spot but our service was ATROCIOUS. Jeff completely forgot about us and didn't even acknowledge how long we waited for everything....which was an awkward amount of time. We got there 30 minutes early to enjoy a drink at the bar and we were rushed to our table by at least 3 people. The drinks were terrible anyways. We let jeff know it was my birthday not that he cared. Our meal took roughly 2 hours once everything was said and done which would have normally been fine but no one was checking on us and they service team consistently forgot things we asked for. I was embarrassed for the waitstaff and as someone who has worked in many upscale restaurants across Los Angeles I cant believe how unacknowledged our obvious disappointment went.,1,amazing service impeccable,0.425396047,Came here for a large group party and the food was amazing and the service was impeccable. Lorenzo was the best!  You must come here.,5
14,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,dressed,-0.15498316,"The food was okay -- but not worth the price, and utterly ruined by the service.   It is, in fact, the oft-touted service that gets the 1-star rating.   When you're dining at a place that charges this much, and has staked its reputation on providing the best service of any restaurant in New Orleans, a city famous for its amazing restaurants, the service should really be spectacular, or, at the very least, somewhat pleasant.   The service on the night my wife and I dined there (November 2nd, 2015) was neither.   Our waiter was aloof, surly, and attitudinal.  And the service of the entire staff was just odd and kind of insulting.   First off, they totally botched the ritual of providing appropriate colored linen napkins at the point of the seating.   They gave me a black napkin and then left the white napkin sitting on my plate!   I took it off myself, and it just sat there on the table, a wadded up napkin, for the rest of our dinner.   When I asked our waiter about some things on the menu, he stood behind me, basically, and directed all his answers to  my wife -- without even once looking in my direction, with this twinkling sneer in his eyes -- so that I had to crane my head around awkwardly to face him.   You get better service than that at a diner!    The table next to us all received a round of amuse bouche appetizers.   I noticed a few tables that had received these.   Not us.   Even after we'd place our orders.   At another table near us, the chef came out with an entire round of some other complimentary appetizer.   The message I got through this uneven/imbalanced service is that some customers are valued more than others -- perhaps ones who dine there often and/or appear to have money & power?   (Though I will mention that my wife and I were both dressed nicely and that we often dine in upscale restaurants.)    I thought that the fact that we were friends with one of the dining room captains might have given us a leg up in this snooty environment, but apparently I was wrong.   Incidentally, the best item on the menu that we sampled that night were the raw oysters.   The pecan-encrusted drum was okay, but nothing special.   And the salads were ridiculous -- basically, just a 3-inch-in-diameter mound of about 4 lettuce leaves.   They were tasty, but this cost 9 dollars a piece!    I realize that most of the reviews of this restaurant give it 5 and 4 stars.   But my wife & I did not have a 4/5-star experience.   And in fact the whole experience left a really bad taste in our mouths.   (Especially considering the $215 price-tag.)",1,orleans one best,0.104142058,"Commander's Palace is largely considered the best restaurant in New Orleans and one of the best in the country for good reason. The food is delicious and beautiful, the atmosphere is refined and romantic and the service is top notch. The atmosphere is so important to this restaurant that they implement a strict dress code (collared shirts required for men, no jeans allowed, etc.). My girlfriend and I visited for Jazz Brunch and it was a memorable experience. The restaurant staff professionally took care of our every need and the jazz band was a nice touch to the relaxing atmosphere. The food was amazing! I had the Turtle Soup, the Pecan Crusted Gulf Fish, and the Creole Bread Pudding Souffle. This was the first time I had ever had turtle soup; it was rich and tasted very similar to a fresh beef stew. The small pieces of turtle meat were flavorful and tender. The fish was perfectly flakey and covered in a nice crispy pecan crust. The corn sauce was perfectly creamy and lightly sweet, a very nice compliment to the fish. This was also the first time I had ever tried Bread Pudding and the perfect way the end the meal. The pudding was flavorful, lightly creamy and lightly sweet. The flavors of cinnamon and nutmeg were perfect and not overpowering. Overall, this was one of the best dining experience I have ever had. Commander's Palace is a must visit. You will end up spending a good chunk of money but if you can afford a splurge, this is where I would recommend doing it.",5
15,VQcCL9PiNL_wkGf-uF3fjg,Royal House,disgusting,-0.647879819,Disgusting. The food came out cold. The shrimps still had the poop vein in them and they're fried so you won't notice unless you cut into it,1,best servers,0.390698023,"Chose this place for an anniversary dinner with the boyfriend on a Sunday night. I wish I had requested to be seated upstairs with a balcony view, but it wasn't a big deal. Something I'll remember to do the next time I return! We were seated immediately upon arrival and since the table was already given to us, did not want to have to inconvenience the restaurant with the request.

Suggest asking for Tina as your waitress if possible! She was funny and entertaining with her southern sass, one of the best servers I've had in a while. It isn't often that I'll rate a review as 5 stars, but honestly there was nothing lacking in service, environment or food that night.

Food Highlights:
+Chargrilled Oysters: Concierge at the hotel I stayed at mentioned Royal House has the best chargrilled oysters in NOLA. While I cannot attest to that, I definitely could see how it is ranked as such. Fresh warm oysters topped with parmesan butter cheese, great starter to open up the stomach.
+Crab Claws: I already had my eyes set on this dish after reading reviews and seeing pictures. It exceed my expectations as I didn't know what to expect. The lemon garlic butter sauce reminds of a crab bisque consistency, but the real winner here is the crab claws themselves! These tiny succulent crab claws really soaked up the flavor of the sauce, could not get enough of them! Highly recommend this appetizer!
+Blackened Redfish (w/ Crabmeat): Tina recommended saving some of the crab claw sauce to place on top of the redfish. This was a tip she provided since an additional $4 would be charged if we ordered it with the dish. Definitely thankful for her suggestion! The sauce was exactly the thing needed to top of the dish. Fish was blackened perfectly, meat was tender and still maintained its fresh-caught flavor.

No disappointments here!",5
16,VQcCL9PiNL_wkGf-uF3fjg,Royal House,burnt,-0.555293341,"Had high hopes for this place based on the reviews, but unfortunately we were disappointed.   After waiting for almost an hour we were seated in an area that had at least 10 empty tables (why the long wait??).  We ordered the crab claw appetizer (which we never got), shrimp and grits and a cheeseburger.   The shrimp and grits was ok, but the shrimp were very small, popcorn sized., essentially it was nothing special.  The cheeseburger patty was burnt on the outside and raw on the inside.  There are so many wonderful restaurants in New Orleans---please don't waste your time or money on this tourist trap.",1,melva server,-0.028637741,"Service: MELVA was our server. She was on it. She was bubbly and sweet. She loves her job. She knew when to check in on us. She rocked it.

Atmosphere: mellow, cool music, interior is so stylish.",5
17,VQcCL9PiNL_wkGf-uF3fjg,Royal House,worst service,-0.242176927,"This restaurant has the worst service of any restaurant I have ever been to in NOLA. Went in at 8:30 and was seated at a two top by the window across from the bar. Frazzled waitress came by for drink order and I quickly gave her the order. Also tried to order some crab that they did not have because they were not in season?? Why did the menu not say ""seasonal"" by that item then? So after 10 minutes the frazzled waitress comes back by and recites our drink order again....okay thank you for reciting to me what I already knew I ordered because I wanted it. Now why haven't you put that order in? Needless to say we left and had dinner and drinks elsewhere. No idea why people have rated this restaurant so highly. Sad we had the experience we had. :-(",1,dream,0.767065147,I dream about those grilled oysters. Definitely in the top few of best things I've ever eaten.,5
18,VQcCL9PiNL_wkGf-uF3fjg,Royal House,time money,-0.203566318,"First we arrive and get seated on the balcony.  Everything leans so hold onto your drink. You don't wanna drop anything on the table below.

We order our drinks and wait about 15 minutes for  my hubby gets his. It took about 15 more for me to get mine.

We placed our app order of fried alligator and placed our meal order as well. 

My hubby got his meal first, then 25 minutes later I finally got my meal along with our appetizer. 

The waiter was very unorganized and full of excuses. The food wasn't that good. 

Don't waste your time or money",1,importantly,0.316495482,"I have one word... BECKS. She is the best bartender ever. Not only does she know her alcohol, but she does it with fun and personality. I highly recommend this spot for the char broiled oysters. But more importantly for Becks. The coolest bartender ever :)",5
19,VQcCL9PiNL_wkGf-uF3fjg,Royal House,service horrible,-0.772177307,"I used to love this restaurant but they got a new chef and everything changed.. the service was horrible. 
We waited for a really long time for food... 45 mins later I got my entree and I ate alone. 30 minutes later cake the appetizer and an hour and half later my boyfriends dish came out. We were furious and just walked out after telling the manager we were not paying for anything. This place used to be great but not anymore.",1,leroy,0.512589487,"Came here with a large group around 5:30 on a Saturday. We were seated immediately, which deserves 5 stars alone. Our server, LeRoy, was amazing, made great recommendations and at the end of the night, he left us with a list of places to check out after dinner in the city. All of the staff from the hostess to the bus boy were incredibly nice and welcoming. 

We had;
The oyster duo (oysters royale and oysters Rockefeller)
Chargrilled oysters
Alligator po boy
BLT oyster po boy
Taste of New Orleans (jambalaya, gumbo, etc.)
Some sort of seafood tortellini (can't remember the name of the dish)
St. Louis slaw
Fries
Hurricanes
Oyster shots

All of the food was amazing. I could eat the oysters Royale everyday! Hurricanes weren't awesome; go for something cheaper with dinner, and pick up a hurricane later on bourbon.",5
20,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,disgusting,-1.034216499,"Hostess was rude to absolutely everyone in line. After being berated for bringing in a drink from outside...she sat us in a sticky dirty booth. No one greeted us, and the place smelled disgusting. So we walked out, got another drink and headed on over to Acme where the host was SUPER friendly and we brought in our drinks!! Would never go back to this place solely on the fact that the hostess was rude and how unhappy and annoyed the rest of the staff were. The staff was  ""inconvenienced"" by actually having customers in their restaurant.",1,yvette,0.63975991,"Ended up at Felix's after meeting a few locals and asking for oyster recommendations in the french quarter. My spouse and i sat at the oyster shucking bar in the back. The two shuckers, Yvette and a young man from the Bayou were both attentive as well as full of positive energy. Our waitress was great as well but we were so well taken care of by the two behind the bar that we felt spoiled. We had a couple dozen raw and char broiled oysters each. The raw oysters were clean, buttery and free of any grit. They paired well with lemon, cocktail sauce or another sauce the young man had made barside. The charbroiled oysters were smokey and buttery and the juices were fabulous! The bread that accompanies them was used with great excitement. Forget waiting in line at touristy spots when you cant go wrong literally across the street. 8th time to NOLA and now converted!",5
21,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,awful,-1.140334237,"Awful, overpriced food. Our Jambalaya resembled that of Uncle Ben's or Zattaran's ready rice. My friend's shrimp ""Po Boy"" had salad size shrimp and was bare and dry. This place is so overpriced and looks like a shabby dinner. Please take your business elsewhere.",1,way better acme,0.418041473,One of the best meals I've had in New Orleans. Way better than Acme!! Must have their chargrilled oysters!!,5
22,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,bill,-0.414022154,"Oysters were good but no different than the other multiple places around the same area. Unfortunately we waited in line to get one of the rudest servers ever. We planned on eating a full meal but decided to leave after the waitress gave us a dirty look when we were told we had to make our own cocktail sauce and we asked for her to assist us. Once the bill was ready it was dropped on our table without a thank you, have a good day, or kiss my ass. Not sure how they can boost being in business as long as they have with this kind of help. Maybe that's why the line was longer at Acme across the street. 4 stars and should be more for the guys doing the oysters. Unfortunately to many choices on where to get the same in town.",1,get charbroiled,0.611781277,"If you are ever in New Orleans, you MUST go to Felix's. Best oysters I've ever had. Get the charbroiled oysters! Seriously! Go! Soft shell crab po boy was good too.",5
23,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,dirty,-0.870075194,"I would come here years ago. Thought I would come back to what I remembered. However, the service sucked. The bathrooms were so dirty, your feet stuck to the ground. What a joke. Will never come here again.",1,sat oyster,0.192828585,They had the best oyster in a of new orleans! My husband and I sat at the oyster bar. The guys were so much fun and made the experience 100 times better. The oyster were kill. Chargrilled oyster were the best. W tried a few different ways and one of the guys said we had to try them. Man I'm glad I did! We will be back next time we are in!,5
24,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,empty,-0.264246617,"Holy cow... what a terrible disappointment! Once apon a time, the big guy said it was just as good as Acme. Well, there's a reason why there's still a line outside Acme, and you can be seated immediately at Felix's. 

First of all, let's discuss portion and price. We knew we would be eating ALL day long, so we made a point of getting smaller portions at each of the places we visited. 

We started with Eggplant Napoleon - fried eggplant slices in a sauce. This was easily the highlight of our meal. The eggplant and batter had a good flavor, and the sauce was a nice compliment. It would have been nice to wash it down with some tea, but the glasses are juice-sized glasses and you only get one free refill. And for just a shade under $2. WTF?! We sneaked an onion ring from the big guy's brother's plate, and they were good, but there was about 7 of them... so it worked out to about $1 per onion ring. 

We split a shrimp po-boy. For $9.95, we got some tough bread and about 8 pieces of shrimp. No fries added. No hush puppies. Nada. Added to the fact that we waited over 30 minutes between our appetizer and our po-boy. Our first serving of tea was empty about as long. Even the big guy got water, and only got one refill.

This place was terrible. Bad service. Expensive prices. Crappy potions.",1,wait line across,0.22264228,"Great food, great service, great location.  The grilled oysters are a must-have.  Don't wait in line across the street for Acme.  Go to Felix's and get the real deal, without the long wait.",5
25,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,terrible,-0.967041016,"Food is good, the service is just terrible.  We were pretty much ignored the entire time.  We didn't get bread like all the other tables around us and when we asked about it, it took until the end of the meal to finally come.  Several other tables that arrived after us and got the same amount of food as us left well before us.  When we got the bill, we told the server we were in a rush and he still took his time.  This place has such potential if they could be timely",1,rocks,0.425621726,"This place rocks.  I asked the concierge at the Westin what the best local favorite restaurant was in town.  Without any hesitation, he said, ""Cochon"".  
Walked over there from the hotel and it was packed.  Staff was very accomodating and nice.  We sat at the bar and the service was excellent.  Drinks at the bar, great food (had 6 items off the menu), all for $75 bucks, how can you go wrong?  
From an out of towners perspective, this truly is the best restaurant in NO!!",5
26,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,worst,-1.234573364,"NO-CHON. All hype no substance.  First of all THE SERVICE SUCKS.  Give yourself plenty of time to eat because you will need to flag down the staff for everything.   

Ordered the salad with goat cheese, pumpkin and lots of other goodies.  It showed up lacking all the goodies, but lots of onions snuck in (not listed as an ingredient) and the remake never returned (finally told the waitress to just forget it).   The beef brisket is good but really fatty.  Yes, fat = flavor, but expected a leaner cut at these prices.  

The worst was a pork patty thing that tasted like a salt lick.  Inedible. 

I would not return.",1,oysters die,0.441315493,Awesome! Fantastic staff. Great atmosphere. Crawford pie was excellent. The wood-fire oysters are to die for. The fried alligator was really good. And life doesn't get any better than sweet tea with rabbit and dumplings. Did I say AWESOME.  I came here because of all the reviews on yelp and they were spot on.,5
27,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,hostess,-0.432312012,"We were told it would be a 45 min to an hour wait. During this time, we saw 2 tables on the patio sit there empty for 20 minutes a piece. The hostesses were acting like they could pick and choose who they ""allowed"" to eat at their restaurant. 

Due to the extremely horrible, ""I'm better than you"" attitude from the hostess, we decided to leave and go down the street to another restaurant. When we went in to give the courtesy of knowing we were leaving, the hostess acted like she couldn't even find our name on the list. 

From listening to another group talking, two guys had come in a week before dressed the same way they were then and didn't get a table. Tonight, however, they were with some women and had no problem being seated. 

I wonder what Chef Link would say if he knew his staff was treating customers this way. Word of mouth is huge in the restaurant business.",1,amazing mac,0.487292088,"OMG where do I begin!! The food was amazing!! I had the Mac and cheese, alligator, gumbo  and the collards!! The chocolate cake was out of this world also!! The servers were hilarious and amazing! Definitely a place you must try when you come to New Orleans!!",5
